PID,text,labels
test_id_5855,ওবায়দুল কাদের অবকাঠামোগত অনেক উন্নয়ন করলেও কয়েকটি সমস্যা ।,Neutral
test_id_5856,কাদের অবকাঠামোগত অনেক উন্নয়ন করলেও কয়েকটি সমস্যা সেই ।,Neutral
test_id_5857,অবকাঠামোগত অনেক উন্নয়ন করলেও কয়েকটি সমস্যা সেই সাফল্যকে ।,Neutral
test_id_5858,অনেক উন্নয়ন করলেও কয়েকটি সমস্যা সেই সাফল্যকে ম্লান ।,Neutral
test_id_5859,উন্নয়ন করলেও কয়েকটি সমস্যা সেই সাফল্যকে ম্লান করে ।,Neutral
test_id_5860,করলেও কয়েকটি সমস্যা সেই সাফল্যকে ম্লান করে দিচ্ছে ।,Neutral
test_id_5861,কয়েকটি সমস্যা সেই সাফল্যকে ম্লান করে দিচ্ছে বলে ।,Neutral
test_id_5862,সমস্যা সেই সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য ।,Neutral
test_id_5863,সেই সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য করেছেন ।,Neutral
test_id_5864,সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য করেছেন আওয়ামী ।,Neutral
test_id_5865,ম্লান করে দিচ্ছে বলে মন্তব্য করেছেন আওয়ামী লীগের ।,Neutral
test_id_5866,করে দিচ্ছে বলে মন্তব্য করেছেন আওয়ামী লীগের সাধারণ ।,Neutral
test_id_5867,দিচ্ছে বলে মন্তব্য করেছেন আওয়ামী লীগের সাধারণ সম্পাদক ।,Neutral
test_id_5868,বলে মন্তব্য করেছেন আওয়ামী লীগের সাধারণ সম্পাদক এবং ।,Neutral
test_id_5869,মন্তব্য করেছেন আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক ।,Neutral
test_id_5870,করেছেন আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক পরিবহন ।,Neutral
test_id_5871,আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক পরিবহন ও ।,Neutral
test_id_5872,লীগের সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী ।,Neutral
test_id_5873,সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী ওবায়দুল ।,Neutral
test_id_5874,সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী ওবায়দুল কাদের ।,Neutral
test_id_5875,এসব উন্নয়নের সাফল্য বা সুফল যদি জনগণ ।,Neutral
test_id_5876,উন্নয়নের সাফল্য বা সুফল যদি জনগণ না ।,Neutral
test_id_5877,সাফল্য বা সুফল যদি জনগণ না পায় ।,Neutral
test_id_5878,এসব উন্নয়নের সাফল্য বা সুফল যদি জনগণ না ।,Neutral
test_id_5879,উন্নয়নের সাফল্য বা সুফল যদি জনগণ না পায় ।,Neutral
test_id_5880,তাহলে সেই উন্নয়নের অর্থ ব্যর্থ হয়ে যায় ।,Neutral
test_id_5881,ফলে অবকাঠামোগত এতো উন্নয়নের পরও স্বস্তি পাচ্ছি ।,Neutral
test_id_5882,অবকাঠামোগত এতো উন্নয়নের পরও স্বস্তি পাচ্ছি না ।,Neutral
test_id_5883,ফলে অবকাঠামোগত এতো উন্নয়নের পরও স্বস্তি পাচ্ছি না ।,Neutral
test_id_5884,রবিবার ঢাকার বাস চলাচলের ব্যবস্থা পাল্টে দিতে ।,Neutral
test_id_5885,ঢাকার বাস চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ।,Neutral
test_id_5886,বাস চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ ।,Neutral
test_id_5887,চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর ।,Neutral
test_id_5888,ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় ।,Neutral
test_id_5889,পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ।,Neutral
test_id_5890,দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা ।,Neutral
test_id_5891,‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর ।,Neutral
test_id_5892,ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ ।,Neutral
test_id_5893,এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে ।,Neutral
test_id_5894,আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা ।,Neutral
test_id_5895,পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা চালুর ।,Neutral
test_id_5896,‘ঢাকা নগর পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ।,Neutral
test_id_5897,নগর পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি ।,Neutral
test_id_5898,পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত ।,Neutral
test_id_5899,নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে ।,Neutral
test_id_5900,বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ ।,Neutral
test_id_5901,চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির ।,Neutral
test_id_5902,অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা ।,Neutral
test_id_5903,ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা বলেন ।,Neutral
test_id_5904,যুক্ত হয়ে এ অস্বস্তির কথা বলেন তিনি ।,Neutral
test_id_5905,রবিবার ঢাকার বাস চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ।,Neutral
test_id_5906,ঢাকার বাস চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ ।,Neutral
test_id_5907,বাস চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর ।,Neutral
test_id_5908,চলাচলের ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় ।,Neutral
test_id_5909,ব্যবস্থা পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ।,Neutral
test_id_5910,পাল্টে দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা ।,Neutral
test_id_5911,দিতে ‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর ।,Neutral
test_id_5912,‘রুট ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ ।,Neutral
test_id_5913,ন্যাশনালাইজেশন’ এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে ।,Neutral
test_id_5914,এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা ।,Neutral
test_id_5915,আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা চালুর ।,Neutral
test_id_5916,পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ।,Neutral
test_id_5917,‘ঢাকা নগর পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি ।,Neutral
test_id_5918,নগর পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত ।,Neutral
test_id_5919,পরিবহন’ নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে ।,Neutral
test_id_5920,নামে বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ ।,Neutral
test_id_5921,বাসসেবা চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির ।,Neutral
test_id_5922,চালুর অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা ।,Neutral
test_id_5923,অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা বলেন ।,Neutral
test_id_5924,ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা বলেন তিনি ।,Neutral
test_id_5925,সুশৃঙ্খল ও আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে ।,Neutral
test_id_5926,ও আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী ।,Neutral
test_id_5927,আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ ।,Neutral
test_id_5928,গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা ।,Neutral
test_id_5929,ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই ।,Neutral
test_id_5930,গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে ।,Neutral
test_id_5931,তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে দায়িত্ব ।,Neutral
test_id_5932,প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন ।,Neutral
test_id_5933,শেখ হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের ।,Neutral
test_id_5934,হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ।,Neutral
test_id_5935,দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ধরনের ।,Neutral
test_id_5936,মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ধরনের সহযোগিতা ।,Neutral
test_id_5937,দায়িত্ব দিয়েছেন তাদের সব ধরনের সহযোগিতা করা ।,Neutral
test_id_5938,দিয়েছেন তাদের সব ধরনের সহযোগিতা করা হবে ।,Neutral
test_id_5939,সুশৃঙ্খল ও আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী ।,Neutral
test_id_5940,ও আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ ।,Neutral
test_id_5941,আধুনিক গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা ।,Neutral
test_id_5942,গণপরিবহন ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই ।,Neutral
test_id_5943,ব্যবস্থা গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে ।,Neutral
test_id_5944,গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে দায়িত্ব ।,Neutral
test_id_5945,তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন ।,Neutral
test_id_5946,প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের ।,Neutral
test_id_5947,শেখ হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ।,Neutral
test_id_5948,হাসিনা দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ধরনের ।,Neutral
test_id_5949,দুই মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ধরনের সহযোগিতা ।,Neutral
test_id_5950,মেয়রকে দায়িত্ব দিয়েছেন তাদের সব ধরনের সহযোগিতা করা ।,Neutral
test_id_5951,দায়িত্ব দিয়েছেন তাদের সব ধরনের সহযোগিতা করা হবে ।,Neutral
test_id_5952,সেখানে থেকে আজ রিলিজ হয়ে বাসায় না ।,Neutral
test_id_5953,থেকে আজ রিলিজ হয়ে বাসায় না গিয়ে ।,Neutral
test_id_5954,আজ রিলিজ হয়ে বাসায় না গিয়ে সরাসরি ।,Neutral
test_id_5955,রিলিজ হয়ে বাসায় না গিয়ে সরাসরি মন্ত্রণালয়ে ।,Neutral
test_id_5956,হয়ে বাসায় না গিয়ে সরাসরি মন্ত্রণালয়ে এসেছি ।,Neutral
test_id_5957,সেখানে থেকে আজ রিলিজ হয়ে বাসায় না গিয়ে ।,Neutral
test_id_5958,থেকে আজ রিলিজ হয়ে বাসায় না গিয়ে সরাসরি ।,Neutral
test_id_5959,আজ রিলিজ হয়ে বাসায় না গিয়ে সরাসরি মন্ত্রণালয়ে ।,Neutral
test_id_5960,রিলিজ হয়ে বাসায় না গিয়ে সরাসরি মন্ত্রণালয়ে এসেছি ।,Neutral
test_id_5961,শেখ হাসিনার নেতৃত্বে একের পর এক উন্নয়ন ।,Neutral
test_id_5962,হাসিনার নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান ।,Neutral
test_id_5963,নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে ।,Neutral
test_id_5964,একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর ।,Neutral
test_id_5965,পর এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ ।,Neutral
test_id_5966,এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও ।,Neutral
test_id_5967,উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু ।,Neutral
test_id_5968,দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার ।,Neutral
test_id_5969,হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও ।,Neutral
test_id_5970,রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও তুলে ।,Neutral
test_id_5971,যানজটসহ আরও কিছু সমস্যার কথাও তুলে ধরে ।,Neutral
test_id_5972,আরও কিছু সমস্যার কথাও তুলে ধরে কাদের ।,Neutral
test_id_5973,কিছু সমস্যার কথাও তুলে ধরে কাদের বলেন ।,Neutral
test_id_5974,শেখ হাসিনার নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান ।,Neutral
test_id_5975,হাসিনার নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে ।,Neutral
test_id_5976,নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর ।,Neutral
test_id_5977,একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ ।,Neutral
test_id_5978,পর এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও ।,Neutral
test_id_5979,এক উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু ।,Neutral
test_id_5980,উন্নয়ন দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার ।,Neutral
test_id_5981,দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও ।,Neutral
test_id_5982,হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও তুলে ।,Neutral
test_id_5983,রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও তুলে ধরে ।,Neutral
test_id_5984,যানজটসহ আরও কিছু সমস্যার কথাও তুলে ধরে কাদের ।,Neutral
test_id_5985,আরও কিছু সমস্যার কথাও তুলে ধরে কাদের বলেন ।,Neutral
test_id_5986,সড়ক ও পরিবহনে শৃঙ্খলা না ফিরলে মেগা ।,Neutral
test_id_5987,ও পরিবহনে শৃঙ্খলা না ফিরলে মেগা প্রকল্পের ।,Neutral
test_id_5988,পরিবহনে শৃঙ্খলা না ফিরলে মেগা প্রকল্পের উন্নয়ন ।,Neutral
test_id_5989,শৃঙ্খলা না ফিরলে মেগা প্রকল্পের উন্নয়ন কাজে ।,Neutral
test_id_5990,না ফিরলে মেগা প্রকল্পের উন্নয়ন কাজে লাগবে ।,Neutral
test_id_5991,ফিরলে মেগা প্রকল্পের উন্নয়ন কাজে লাগবে না ।,Neutral
test_id_5992,মেগা প্রকল্পের উন্নয়ন কাজে লাগবে না বলেও ।,Neutral
test_id_5993,প্রকল্পের উন্নয়ন কাজে লাগবে না বলেও মন্তব্য ।,Neutral
test_id_5994,উন্নয়ন কাজে লাগবে না বলেও মন্তব্য করেন ।,Neutral
test_id_5995,কাজে লাগবে না বলেও মন্তব্য করেন মন্ত্রী ।,Neutral
test_id_5996,সড়ক ও পরিবহনে শৃঙ্খলা না ফিরলে মেগা প্রকল্পের ।,Neutral
test_id_5997,কেরিয়ার বাচানোর জন্যে কতো নাটক যে চুদাইবা খালাম্মা,Negative
test_id_5998,তুমার মত সবই খোলা,Negative
test_id_5999,আমরা বাকস্বাধীনতায় বিশ্বাসী৷ আপনার মতো পাঠকদের প্রশ্নের জবাব তিনি দিয়েছেন৷ পুরোটা পাবেন এই লিংকে,Negative
test_id_6000,এসব দেখে নিজেকে অনেকেই কনট্রোলে রাখতে পারবে না -গুগলে পরিমনির পর্ন লেখে সার্চ করবে,Negative
test_id_6001,তোকে ল্যাংটা করে পিঠালে ঠিক হবে!,Negative
test_id_6002,"জানালা লাগান ফ্লিজ! বাহিরে বিদ্যুৎ চমকাচ্চে,, চাচা সৃজিত ঘুমাচ্ছে",Negative
test_id_6003,আরেহ ফাক্তাদির ব্রা যে?অনেকদিন আপনার হোগা মারিনা,Negative
test_id_6004,জামালপুরের ডিসির পক্ষ থেকে অভিনন্দন।,Negative
test_id_6005,তর জন্ম ঠিক নাই বাবা কয় জন বল,Negative
test_id_6006,বিক্রম ও খাবে এখন,Negative
test_id_6007,মত হাছাইয়ি পানলার মাগি,Negative
test_id_6008,হে আল্লাহ তুমি সঠিক বিচার করার মালিক। তুমি সঠিক বিচার করো।,Negative
test_id_6009,বারো রকমের ভাত রান্না করতে পারলে বারো ভা… রী।এখানে তো বিশ রকম ভাত রান্না চলছে!,Negative
test_id_6010,আপনে এক জন্য খানকি আপনে পরকাল বিশ্বাস করবেন কি ভাবে রেটটা বলবেন কত,Negative
test_id_6011,মাগি তোর বাপ যে তোরে জন্ম দিছে সেটা দেখছিস  তাহলে ওরে বাপ ডাকিস কেমনে,Negative
test_id_6012,অতঃপর তিনি নিজের ফেইসবুক আইডি ফেরত পাওয়ার জন্য আল্লাহর কাছেই বিচার দিলেন    !!!!,Negative
test_id_6013,ইলুমিনাতির সদস্য মাগী,Negative
test_id_6014,ওরে কুত্তার চা,Negative
test_id_6015,"ডিপজল ভাইয়ের পাটক্ষেতে আসেন,",Negative
test_id_6016,বোকাচোদায় বোকাচোদায় মাস্তুতো ভাই,Negative
test_id_6017,জারজ সন্তানের কাজ,Negative
test_id_6018,এই খানকির্ ছেলের বই তোদের দেশে চালা আমাদের দেশে আশলে গার ফাটিয়ে পদে ঢুকিয়ে দেব,Negative
test_id_6019,"বাংলার সানি লিওন,,,",Negative
test_id_6020,একটু লজ্জা হওয়া উচিত,Negative
test_id_6021,আপনার তার আইড়ি থেকে একটু আনফ্রেন্ড হলে ভাল হয়_____সেলিব্রেটি না চুদায় মত .,Negative
test_id_6022,এই মহিলার লজ্জা শরম কিছু নাই,Negative
test_id_6023,কার ভোদা দিয়ে বের হয়েছিলি শালা,Negative
test_id_6024,বেশ্যার বাচ্চা বেশ্যা কে দেশ থেকে বের করা হুক,Negative
test_id_6025,"আমার মাথায় ধরেনা যে,দেশে এত জন্মনিয়ন্ত্রণ ব্যবস্থা থাকার পরেও তোদের মত জারজ কিভাবে জন্মগ্রহণ করে-",Negative
test_id_6026,লাইভে আইসাআপনার ভো*া দেখান তাইলে সবাই বিশ্বাস করবে আপনি   *  পাছা কবির,Negative
test_id_6027,নেংটা ছবি দেও খেঁচতে চাই,Negative
test_id_6028,তুই তো খানকিমাগী,Negative
test_id_6029,বেসসা কানকি মাগি তরে গন চুদা উচিত,Negative
test_id_6030,এই মাগির গুদে আগুন জালিয়ে ভাত পাক করে খাইতে পাড়তাম রাগটা একটু কমতো।,Negative
test_id_6031,আপনি সারাজীবন অভিনয় করতে করতে আপনার পাছা ভারা দিয়েছেন।,Negative
test_id_6032,মন থেকে তওবা করুন ক্ষমা করার মালিক আল্লাহ।,Negative
test_id_6033,মাগির মনে হয় চুলকানির মলম লাগবে। চুলকানি উঠছে হোগার মধ্যে। মরনের টাইম পাবো না।,Negative
test_id_6034,মাগি তোরে চুদি,Negative
test_id_6035,বারোভাতারী কয়ডা লাগে তোর .???,Negative
test_id_6036,অংশ দেখে বুজা যায় কতটুকু লম্বা হবে,Negative
test_id_6037,সকালে ব্রাশ করছো,Negative
test_id_6038,"হিবায় পরকালও বিশ্বাস নাই,হিবায় আল্লাহর কাছে বিচার দিলায়।বড় আচুদা কিছিমওর এখ জিনিস রেগো তুমি ",Negative
test_id_6039,ভুস্কি মাগি খানকি মাগি তোর জন্মের ঠিক নাই।জারজ তুই পতিতায় জন্ম তোর,Negative
test_id_6040,আলম আমি পাছা দুলিয়ে নাচতে পারি আমায় একটা সুযোগ দিবি ভাই,Negative
test_id_6041,শালীর পাছায় পস্রুর কারেন্ট জমেছে ট্রশ ট্রশ করে মারতে হবে  ,Negative
test_id_6042,তোরে এবার দেশি কুত্তা দিয়ে চোদাবো .,Negative
test_id_6043,চুদা খাওয়া বিশ্বাস করেন??,Negative
test_id_6044,তুকে গালি নাদিয়ে সালাম করবে মাগী,Negative
test_id_6045,নটী মাগীর মেয়ে,Negative
test_id_6046,সস্তা মাগির মত দুদু দেখাও .???,Negative
test_id_6047,এটা চাইদি সাহেবের কনটোন না ১০০ গেরানটি জারা এটা চারচে তাদের জরমের ঠিক নাই,Negative
test_id_6048,খারাপ মেয়ে যার বাবা মুসলিম সভাপতি সেকি না ল্যাংটা নাচে,Negative
test_id_6049,বলদ বকা চুদা,Negative
test_id_6050,উনি কি নেংটা নাকি,Negative
test_id_6051,খানকি বেশসা ফেরাউন ইহুদি,Negative
test_id_6052,সাফা কবির কে কয়বার হাঁটুর উপর কাপড় উঠাতে দেখেছেন???এসব ভাওতা ভাঁজি বন্ধ করেন।,Negative
test_id_6053,বারোভাতারির জানালা সব সময় খোলাই থাকে। এ আর নতুন কি !,Negative
test_id_6054,তুর ভুলটা এখনো সন্দিহান?? মাগি একটা। তুইতো পরকালে বিশ্বাসী না তাহলে আবার আল্লাহকে বিচার দিলি???,Negative
test_id_6055,আচ্ছা নুসরাত ফারিয়ার লিংক কবে বের হবে গায়েস,Negative
test_id_6056,হায় রে খানকি আর কতো নাটক করবি?,Negative
test_id_6057,গতকাল দিলেন ল্যাংটা ছবি আজ দিলেন বোরকা পড়া পিক।। আপনারা পারেনও বটে,Negative
test_id_6058,কবে বন্ধ ছিল তোমার জানালা শুনি,Negative
test_id_6059,এটা যারা এডিট করেছে তারা জারজ সন্তান,Negative
test_id_6060,"হিজরা জায়েদ নাকি।ওতো মাগি টাইপের কানে দুল,নাকে নত,হাতে চুরি পরে হালায় তো হিজরা!!!!!",Negative
test_id_6061,"এই নেন লিংক, বাস ভরে দিয়ে আসেন।     :     .        .      .    .     ",Negative
test_id_6062,কোমড়ের নিচে কাপড় আছে তো?,Negative
test_id_6063,নারির সাধিনতার কারনে এই পতিতাটাকে চাই এতে কি আপনার রাগ করেন। যদিি সে রাজি থাকে,Negative
test_id_6064,কমেন্ট পরে আর কিছু কইতে ইচ্ছা হচ্ছে না। আমি নটিফিকেশন অফ করলাম।,Negative
test_id_6065,মাগির কোনো হ্মমা,Negative
test_id_6066,তোর মতন খানকি বাংলাদেশে থাকলে আরেকবার দেশে সমস্যা সৃষ্টি হবে।,Negative
test_id_6067,যদি ভুল মানে পুরাই ভুল আবার যদি চুদাও,Negative
test_id_6068,জাহিদ খান মাদারচোদ তোর কয়জন চেনে মাদারচোদ ভাব চোদাস,Negative
test_id_6069,আপনি পরকালই বিশ্বাস করেন না .আবার পরকালের মালিকের কাছে বিচার দিচ্ছেন .,Negative
test_id_6070,"মাগি ,বুরির মতো লাগে তোকে ,আটা মাখে আর কতো দিন চেঙ্গরি থাকবি",Negative
test_id_6071,"ও পরী তোমার দুধ ঝুইলা গেছে,, দুধ ঢেইকা রাখো,, বিড়াল মুখ দিবে তো",Negative
test_id_6072,অশ্লীল বদমাইস একটা তুই!,Negative
test_id_6073,জায়েদ তুই একটা জারজ সন্তান সবাই জানে,Negative
test_id_6074,পাগলের দল নেংটা হয়ে নামছে,Negative
test_id_6075,মাগিরে নিলামে দেয়া উচিত।,Negative
test_id_6076,"মাগীকে দৌলোদিয়া পাঠানো হক,খেলা হবে",Negative
test_id_6077,তুই কি বানচুদ রে এখন কি এইসব ছাড়ার সময়_ বুকের ভিতরর তুরে দিবো ভরে,Negative
test_id_6078,আমি দেখ হিরো ভাইরে ছবি জামাল পুর থেকে বলছি,Negative
test_id_6079,"তোমার মতোই দেখতে আমার একটা    আছে ওর,, পাহার দুটো অনেক নরম",Negative
test_id_6080,মানবতার দেয়ালে কি আজ কাল কেউ কাপড় জমা রাখেনা?,Negative
test_id_6081,মাগি যদি ভুল কি তার মানী কি,Negative
test_id_6082,হালা মাদার চুদরে কে যে নায়ক মালাইছে হালা পালতু,Negative
test_id_6083,"তোর ভোদা দিয়া তো টলার চলছে,,
 তাই তোর পাছায় চুদবার চাই",Negative
test_id_6084,"বেশ্যা মহিলা,
 তুমি কাপড় না পড়লেই তুমাকে ভালো দেখাবে .!",Negative
test_id_6085,ভোদার ম্যায়া ভাব চোদাও,Negative
test_id_6086,মাগি তুই জারজ সন্তান নয় সেটা কিভাবে বিশ্বস করবি রে,Negative
test_id_6087,বাগদানের পরে সব খুলে মেলে যাচ্ছে,Negative
test_id_6088,"মাগি তুই মরবি কিভাবে,তোর মুখে লাগাম দে",Negative
test_id_6089,আজকের সমালোচনা আপনার ভুলে থেকেই তৈরি আর শাস্তি স্বরুপ,Negative
test_id_6090,হিরো আলম আসল নায়ক আর সব শালায় মাগির দালাল।,Negative
test_id_6091,মানবতার খাতিরে পরি মনির মানবতার বুক এতবড় খালি! এটা নিয়ে রাজনীতি করার কিছু নেই।,Negative
test_id_6092,এই পরিমনি একটা খানকি,Negative
test_id_6093,উপায় নাই নেংটা ছেরি দেখি বুরখা পড়ছে,Negative
test_id_6094,আপনি মনে হয় খানকী তে পি এইচ ডি করছেন।,Negative
test_id_6095,পরি মনে হয় কাপড় পরতে ভুলে গেসে।,Negative
test_id_6096,সানি লিওনের মত না সেজে এমন করে সবসময় সেজো।এই সাজে কেমন সুন্দর একবার আয়নাতে দেখ।,Negative
test_id_6097,আমারে রাইখা কোন পোলার লগে দেখা করতে গেসিলা জানু,Negative
test_id_6098,সাফা তোমার কেটে দেবো পাছা,Negative
test_id_6099,বেলা শুনছো ? চুল দিয়ে ঝুলন্ত দুধ ডাকছে পরী :- ,Negative
test_id_6100,"খাড়া যে হইছে,আর নরমাল হইতেছেই না,,কি দেখাইলি রে তুই .",Negative
test_id_6101,"মগের চুদা ভাই,,,তাই এরকম কথা বলে৷,,",Negative
test_id_6102,আসুন আমরা জনি ভাই এর কাছে ছেড়ে দেই,Negative
test_id_6103,আমার বাসা টা খালি চাইলে এইখানে এসে চিল করে যেতে পারিস,Negative
test_id_6104,বাংলায় একটা প্রবাদ আছে ঃ পাছা ল্যাংটা মাথায় ঘোমটা এদের অবস্থাও তাই,Negative
test_id_6105,খানকীর ছবি দেখলেই ঘিন্না হয়।,Negative
test_id_6106,মুখটাই কেমন বেঁকা বাড়াঁ ভাল লাগেনা। শুটিয়ে লাল করে দেবো নোংরামি বাড় করে দেবো ।,Negative
