PID,text,labels
test_id_7463,এবারই প্রথমবারের মতো রোনালদোর মুখোমুখি হওয়া হবে না মেসির,Neutral
test_id_3378,মাইয়া চুল দিয়া দুধ ডাকার চেষ্টা করে এ কেমন ইচিং বিচিং,Negative
test_id_5359,শুরু হতে পারে মৃদু শৈত্যপ্রবাহ দিয়ে বলে ।,Positive
test_id_6853,বোকা চোদা কয় কি,Negative
test_id_9216,নিচে যে আঁধার খেলা করে সে আঁধারে শরীর ।,Positive
test_id_2755,প্রথমার্ধের বিরতির আগেই আলিনূর-সেন্টুকে নেওয়া হলো হাসপাতালে ।,Positive
test_id_4578,করমুক্ত আয়সীমা বৃদ্ধি করা প্রয়োজন।,Neutral
test_id_5879,উন্নয়নের সাফল্য বা সুফল যদি জনগণ না পায় ।,Positive
test_id_9379,অস্ত্র ব্যবহারের নীতিমালা লংঘনের জন্য তার অস্ত্রের লাইসেন্স এখনও বাতিল না করার কারন কি?,Neutral
test_id_183,হাসিবুল আলম আদর এই মাগী তোমার জান হয় কেমনে?,Negative
test_id_2517,তিন-চার দিনের মধ্যে গাছটা মরে কাঠ হয়ে ।,Positive
test_id_6416,আপু তু‌মি একটা মাল :,Negative
test_id_7217,"বামে গরু, ডানে খাসি পরি তোমাকে অনেক ভালোবাসি ",Negative
test_id_1407,চ্যালেঞ্জ সত্ত্বেও বাংলাদেশে অন্য যেকোনো খাতের চেয়ে পোশাকশিল্প সম্ভাবনাময়।,Neutral
test_id_8794,তৈরি করা যায় যার মাধ্যমে সূর্যের অধিকাংশ শক্তিকে ।,Positive
test_id_5321,ও দেশটির ফার্স্ট লেডি আয়োজিত রাষ্ট্রীয় ভোজসভায় যোগ ।,Positive
test_id_9946,চেয়ে নাইবা আমায় ডাকলে তখন কে বলে গো ।,Positive
test_id_8466,এবছরও করোনায় স্বাস্থ্যবিধি মানার প্রয়োজনেই বই উৎসব ।,Positive
test_id_9677,"কোনো লাভ নাই। যাহা লাউ, তাহাই কদু।",Neutral
test_id_5688,বর্তমানে বিশ্বের সবচেয়ে বড় সিনেমার বাজার চীনে সনি ।,Positive
test_id_10619,বয়ে তোমার পাশে ভাসবো বুক ভরে তুমি নিঃশ্বাস ।,Positive
test_id_3777,তোর মাকে চূদি খানকির ছেলে বাস্টার্ড বাস্টার্ড বাস্টার্ড বাস্টার্ড বাস্টার্ড,Negative
test_id_3872,অনুতপ্ত ফেসবুক বাসীথেকে বাঁচার জন্য না হয়ে মন থেকে হন। নিশ্চই_আল্লাহ_তায়ালা_অত্যন্ত_ক্ষমাশীল <,Negative
test_id_2370,এ জন্যই তোমার সঙ্গে আমার দেখা হলো ।,Positive
test_id_10629,ভেতরে হাসবো স্বাপ্নিক পৃথিবী থেকে এনে দেবো রঙ ।,Positive
test_id_3542,ভাব দোদাইতে গেছিলা মাগি ?,Negative
test_id_4931,লেখাটা বিশ্লেষণমূলক না বিজ্ঞাপনমূলক।,Neutral
test_id_3654,হিরো আলম এর দ্বারাই জায়েদ খানকে চিনলাম।,Negative
test_id_8310,হুম বলছে। আর সবাই এসেছে পলি+টিকস না করতে।,Neutral
test_id_1042,আস্তে কইরা একটা কথা কই সবাই কে,Neutral
test_id_8652,পুড়িয়ে হাড়ির তলা কালি করে রান্নায় আগ্রহী নয় ।,Positive
test_id_2302,ধীর পায়ে বাগানের পেছন দিকে যাচ্ছে সে ।,Positive
test_id_2879,পরের দিন টঙ্গী রেলস্টেশনে আমরা চারজন সময়মতো ।,Positive
test_id_2737,দলের কারও পায়ে বল যেতেই অতি উৎসাহে লাফিয়ে ।,Positive
test_id_9408,"একটা প্রবাদ আছে, চোর শোনে না ধর্মের বাণী! আপনার দেশে চোর আছে? থাকলে প্রবাদও আছে।",Neutral
test_id_9057,মানুষের দেহে এগুলো পড়লে নানা রকম স্বাস্থ্যঝুঁকি ।,Positive
test_id_4683,কথাগুলি শুনে আনন্দে বুকটা ভরে যাচ্ছে,Neutral
test_id_4770,"বেতন বৈশম্য সব ক্ষেত্রে- যেমন পোষাক খাতে, অন্যান্য চাকুরীজীবিদেরও কমানো উচিত।",Neutral
test_id_102,হ তুমার দরজা জানালা সবি খুলা অলয়েজ!!!,Negative
test_id_6582,আমাকে বিয়ে করবা বলে শাড়ি পোরছো নাকি জানু??,Negative
test_id_3511,মাগি বাংলাদেশ থেকে বিদায় কর,Negative
test_id_6610,উপরের মহিলা কি ফাহমি আন্কেল এর মা।।। সুজিতদার খালা।।।।।।?????,Negative
test_id_1467,চালের মূল্যবৃদ্ধির কারণে সোয়া কোটি হতদরিদ্র বিপদে পড়লেও সরকারের অসুবিধা নাই।,Neutral
test_id_4615,যে পক্ষ অংশীদার হতে পারেনি তারা এইজন্য মার্কেটের পতন ঘটাচ্ছ।,Neutral
test_id_2129,আপনার বিশ্ববিদ্যালয়ের থিসিস সুপারভাইজর বা শিক্ষক বা ।,Positive
test_id_1658,কারা করবে মিছিল মিটিং?,Neutral
test_id_9251,জানি ভাল থাকতে শুধু বোলোনা চলতে চাই না ।,Positive
test_id_6708,আগে দুধ দুটি বড় করো।,Negative
test_id_1867,বিপত্নীক বিয়ে করতেই পারেন। প্রেম ভালবাসা ব্যক্তিগত ব্যপার।,Neutral
test_id_5566,জন্মগ্রহণ করায় পাশ্চাত্য মতে আপনি মকর রাশির জাতব্যক্তি ।,Positive
test_id_8324,জানি না এই দেশের কি হবে !,Neutral
test_id_9775,আপনার দলের লোকজনের বিরুদ্ধে কি ব্যবস্থা নিয়েছেন?,Neutral
test_id_1731,শুভকামনা রইল তোমাদের জন্য । মাতৃভুমিকে গর্বিত করো আর অনুজদের পথ দেখাও ।,Neutral
test_id_7857,স্টার স্পোর্টসেও এশিয়া কাপ সম্প্রচার হয়।,Neutral
test_id_6508,তুই তো বেস্যা তুই কি পরকালের কথা বুজবি বুঝলে আর বলতিনা,Negative
test_id_4388,বুয়েটের পরীক্ষিত সনদ স্টিকার এর পাশে থাকলে বেশি ভালো হতো.,Neutral
test_id_10931,করলে জব সলিউশন সহজে পড়ে শেষ করা ।,Positive
test_id_6850,যাক তুই এখন আরও স্বাধীনভাবে কাপড় পড়তে পারবি .এমন ব্রেকাপের ধারা জারি থাকুক সারা জীবন।,Negative
test_id_8129,সালমান ফজলুর রহমান মনোনয়ন?,Neutral
test_id_1324,আমরা সবসময় সমালোচনা করি?এবার নাহয়?মনোভাব একটু পরিবর্তনকরি।,Neutral
test_id_6890,পরোকিয়ায় কখোনো সুনাম আশে না।,Negative
test_id_3617,মাইয়া কি মুলার দামে পাওয়া যায় নাকি চুদির ভাই।৩টা নায়িকা ছাড়া হ্লায় ফিল্ম করেনা,Negative
test_id_5399,তেঁতুলিয়াতে আগামী কয়েকদিনে তাপমাত্রা ৮ ডিগ্রি সেলসিয়াসে ।,Positive
test_id_5024,শত শত লোক দেখছে আর হায় হায় ।,Positive
test_id_7270,একমত। গতকাল খবরে দেখলাম ভারত এটা নিষিদ্ধ করেছে। বাংলাদেশেরও তাই করা উচিত।,Neutral
test_id_9788,তারেকের জন্য সৌদি ছাড়া পথ নাই!,Neutral
test_id_2323,মিষ্টি রিনরিন শব্দে হাসছে সে আর পেছন ।,Positive
test_id_8330,আহবান পর্যন্তই । আহবান শুনলে তো !,Neutral
test_id_6725,নিকোটিন এর ধোয়া কি দুধরে মাইরিতোর মুখে দিলে মুখে আটবো না,Negative
test_id_7935,বাংলাদেশে জম্মে যারা এদেশের পরাজয় কামনা করে তারাই নব্য রাজাকার।,Neutral
test_id_6148,একদম দুচে দিবো খানকি মাকি,Negative
test_id_7909,ইংরেজিতে শুদ্ধভাবে লিখতে না পারলে কি বাংলায় লিখাই বাঞ্চনীয় নয়?,Neutral
test_id_2888,সোয়া দুইটায় এসে থামল স্টেশনের ১ নম্বর প্ল্যাটফর্মে ।,Positive
test_id_2488,যেন কেউ একটা ধাক্কা দিয়েছে পবনকে এমনভাবে চমকাল ।,Positive
test_id_8954,স্থানে ভ্রমণ ও বসবাস হবে দিনের আলোর মতো ।,Positive
test_id_9847,এরকম কোন মুখ নেই যে আসলে এরকম ।,Positive
test_id_2848,ওই বাসে চার-পাঁচজন শিক্ষক আমাদের পুলিশের মতো ।,Positive
test_id_2426,সেই রহস্য জানি শুধু আমি আর বাবা ।,Positive
test_id_7085,আসছিলাম সাফা আপুর থুক্কু পাছা আপুর পোষ্টে একটা কমেন্ট করতে এখানে এত ভিড় যে ভিড়ের সোদনে এখন কমেন্ট পড়তেছি।,Negative
test_id_5755,ব্যক্তিদের জন্য ২০ লাখ টাকা করে ক্ষতিপূরণ দেওয়ার ।,Positive
test_id_6578,অাপনি কেমন মানুষ ফেসবুকের জন্য অাল্লাহ কাছে বিচার চান ছি ছি,Negative
test_id_5746,পরিবারের জন্য ৫০ লাখ টাকা করে এবং গুরুতর ।,Positive
test_id_11155,কথা শুনে অনেকেই চিন্তায় পড়ে গেছেন এই ভেবে- ।,Positive
test_id_441,পাগল চুদা ছারি দিছি নাইলে তুরে***তুর পাগলের মারে***,Negative
test_id_5542,আমার স্বামী ছেলেকে নিয়ে ঘরে ঢুকে দরজা ।,Positive
test_id_5649,হলিউডের অন্য কোনও প্রযোজনা সেই বক্স অফিসের ।,Positive
test_id_1244,প্রবৃদ্ধি অর্জনে দ্বিতীয় হলে সমস্যা কি???????,Neutral
test_id_2052,অনেকেই দেখা যায় অনেক জ্ঞানী হওয়া সত্ত্বেও উপস্থাপনের ।,Positive
test_id_1871,বস বিয়ে করবে এতো ব্যাপক খুশির কথা। বিয়ে করেন বস।,Neutral
test_id_1255,আগে নিজের ঘরের চোর ধরেন জাতি দেখতে চায় !,Neutral
test_id_3156,চোদা গভীরের বিচার বাংলার মাটিতে হবেই হবে,Negative
test_id_10375,যাবো তোমায় ভালোবেসে বুকে আছে তোমার জন্য ।,Positive
test_id_7798,শামসুর রহমান শুভ আর সাইফুদ্দিনের কারণেই কুমিল্লার জেতা উচিত।,Neutral
test_id_1303,দামি ইউনিভার্সিটিতে পড়ার যোগ্যতা সবার থাকেনা।,Neutral
test_id_8946,সৌরজগতের যেকোনো স্থানে কিংবা সৌরজগতের বাইরে কোনো আন্তনাক্ষত্রিক ।,Positive
test_id_1534,সমস্যা,Neutral
test_id_1671,অভিনন্দন আর শুভকামনা,Neutral
test_id_10525,কষ্ট উড়াই হাওয়ায় মাঝে মাঝে তোমায় সাজাই সকল ।,Positive
test_id_10848,খবর আকাঙ্খা আর হতাশায় হারিয়ে যাওয়ার কোনো মানে ।,Positive
test_id_8471,প্রত্যেকটি বিদ্যালয়ে বছরের প্রথম দিন থেকে তারা ।,Positive
test_id_9452,সামনে নির্বাচন না?,Neutral
test_id_2285,বাগান থেকে ফিরে আসার পর থেকে মাথায় ।,Positive
test_id_6028,তুই তো খানকিমাগী,Negative
test_id_8196,বেকারদেরই তো চাকরি দিতে হয়। কিন্তু,Neutral
test_id_5993,প্রকল্পের উন্নয়ন কাজে লাগবে না বলেও মন্তব্য ।,Positive
test_id_4228,"বন্যেরা বনে সুন্দর, হিরো আলম ইউটিউবে!",Neutral
test_id_10983,কোনো জিজ্ঞাসা থাকলে জয়েন করুন- ৩৫তম বিসিএস ।,Positive
test_id_5766,আবেদন উপস্থাপনের পর বিচারপতি এম ইনায়েতুর রহিম ।,Positive
test_id_4916,"ভুল বললেন, এরা আপনার আমার ট্যাক্সের টাকায় চলে।",Neutral
test_id_1077,শুভ সকাল| অনেক দিন পর আজ,Neutral
test_id_7008,এ মাগি তোর দাদা কি মরছে। তোর নানি কি আছে।এঠি কোথায়ে গিয়াছে।,Negative
test_id_765,বেশ্যা মরে দ্যাখ,Negative
test_id_5608,বিশ্বব্যাপী বক্স অফিসে ১০০ কোটি ডলারের বেশি ।,Positive
test_id_10804,না শিউলি ফুল আলোর আকাশ নুয়ে এসে ।,Positive
test_id_1830,আমার কোন মন্তব্য ছাপা হয় না কেন ?,Neutral
test_id_11173,৩২ হাজার ৫৭৭ জনকে নিয়োগ দেওয়া হবে ।,Positive
test_id_52,"তুমার জন্ম কে দিয়েছে, তাকে তুমি দেখনি তার মানি তুমি জারজ,",Negative
test_id_10627,নিও তোমর ভেতরে হাসবো স্বাপ্নিক পৃথিবী থেকে এনে ।,Positive
test_id_7599,এক ম্যাচ ভাল খেললেই পরীক্ষিত হয়ে যায়??,Neutral
test_id_1027,"চারদিকে পাহাড়, নদী, পাখির কলকাকলিতে মুখরিত",Neutral
test_id_6291,আল্লাহ! আমার ফেসবুক আইডি হ্যাক হইসে।।তুমার কাছে বিচার দিলামওই সবাই মুনাজাত ধর,Negative
test_id_4718,তারেক আর খাম্বা মামুনের নাম জপ,Neutral
test_id_1151,ঋন কেন? গৃহই দেয়া হোক,Neutral
test_id_6008,হে আল্লাহ তুমি সঠিক বিচার করার মালিক। তুমি সঠিক বিচার করো।,Negative
test_id_2796,খেলা দেখতে যাওয়ার কথা উঠতেই সেন্টুর পিঠের ব্যথাটা ।,Positive
test_id_6498,বাবু ছেলেদের থেকে তুমি খেলতে পারোনা? তারা বাল খেলে।,Negative
test_id_5140,ছয় দিনের দ্বিপক্ষীয় সফর শেষে আগামীকাল দেশের ।,Positive
test_id_1087,সুবিধাজনকভাবে,Neutral
test_id_8513,আমরা চেষ্টা করেছি কোন ভুল যেন না থাকে ।,Positive
test_id_2661,হয়ে ভাবুন না কেন যে অন্য স্কুলের ছেলেরা ।,Positive
test_id_369,তোমার তো ১২ টা জানালা। কোনটা খুলা একটু মেনশন করে দাও,Negative
test_id_9839,হয় তবুও সে মুখ আসে না এ ।,Positive
test_id_9472,শেখ হাসিনা যোগ্য নেত্রী।,Neutral
test_id_10467,সপ্ন দেখে অবাক কোনো রাতে মাঝে মাঝে ।,Positive
test_id_6591,এ জারজ গুলোকেপ্রকাশ্যে পাশি দোওয়া দরকার,Negative
test_id_11332,থাকলে শুধু ‘প্রাইমারি শিক্ষক নিয়োগ বইটির সাজেশন ।,Positive
test_id_6057,গতকাল দিলেন ল্যাংটা ছবি আজ দিলেন বোরকা পড়া পিক।। আপনারা পারেনও বটে,Negative
test_id_297,ওরে কুত্তা বিষসে দরবে না,Negative
test_id_6467,শালী ২০ টাকার মাগী ।,Negative
test_id_4006,তাঁর সাহস আর প্রাণময় উদ্দীপনা ছড়িয়ে পড়ুক,Neutral
test_id_9933,এমনি সে দিন উঠবে ভরি- চরবে গরু খেলবে ।,Positive
test_id_2046,অনেক জ্ঞানী হওয়া সত্ত্বেও উপস্থাপনের ঘাটতি থাকায় ।,Positive
test_id_8023,অবিশ্বাস্য! দুর্দান্ত অভাবনীয়সেরা খেলোয়ার+সেরা ক্লাব =৫তম ব্যালন ডি আর এর উৎযাপনে ৫টি গোল,Neutral
test_id_88,তোমার তো জুটির অভাব হয়না।,Negative
test_id_2271,পটোলচেরা চোখ বলতে যা বোঝায় ঠিক তেমন চোখ ।,Positive
test_id_2946,তখুনি তীব্র হুইসেল বাজিয়ে চলতে শুরু করল ।,Positive
test_id_9745,হিহিহিহিহিহিহিহিহিহিহিহিহিহিহিহিহিহিহিহি,Neutral
test_id_9433,ধর্ম ব্যক্তিগত বিষয়।,Neutral
test_id_9003,আক্রমণ করে তখন বিজ্ঞানীরা লেগে যান রোগের জীবাণু ।,Positive
test_id_6642,তুর কয়ডা লাগে?,Negative
test_id_1807,হাসিনার আমলে এটাই বেচে নেওয়া উচিত।,Neutral
test_id_9449,এটি আশার কথা। এ সিদ্ধান্ত মানুষকে আনন্দিত করবে।,Neutral
test_id_3443,"এতো রাতে এতো গরম ছবি,,",Negative
test_id_167,কালকে রাতভর বিশেষ কারোও সাথে নিচ তলার দাপ্তরিক কাজ শেষ করেছেন তো,Negative
test_id_4531,"ক্ষমতাসীনগন আজ যা শিখাবে, আগামীকাল তা-ই ফেরত পাবে।",Neutral
test_id_5843,সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য করেছেন ।,Positive
test_id_11069,পরকীয়া করলে আপনাদের কাছে সেটা ভালো মনে ।,Positive
test_id_7912,পেলে স্বীকার করলেও কি ভক্তরা কি আর তা মানে না?,Neutral
test_id_4767,রুটি রুজির আন্দোলনে ষড়যন্ত্র ও উস্কানীদাতা খোঁজা হতেও বের হয়ে আসতে হবে,Neutral
test_id_5587,সঙ্গে কুম্ভ রাশির বন্ধুত্ব শুভফল প্রদান করবে ।,Positive
test_id_7183,তুই এক সময় ছিলি আমার ক্রাশ এখন হইলি টয়লেট এর ব্রাশ৷ তুই আসলে কথার কারনে পচনশীল হইলি।,Negative
test_id_4258,সরকারি সব সেক্টরেই এমন আলাউদ্দিনরা আছে। সবাইকে আইনের আয়ওতায় আনা উচিত।,Neutral
test_id_9091,যে বায়ুমণ্ডলে সেই সুরক্ষাকারী স্তরটি নষ্ট হয়ে যাবে ।,Positive
test_id_2319,কিশোরীর পিছু পিছু সে এক ময় ছুটতে লাগল ।,Positive
test_id_6313,তোর মারে মনে হয় সালমানের বাপ চুদছিলোরে মাগি,Negative
test_id_8317,দেশনেত্রীর মনোবল অত্যন্ত উঁচু।,Neutral
test_id_494,উপরের কমেন্টে লিংক দেখেন না চোখে?,Negative
test_id_4076,হলের ছাত্রী নির্যাতনে ইফফাতকে সহযোগিতা না করাটা বহিষ্কারের কারণ ।,Neutral
test_id_10670,পাত মনে পাবে শুনতে তার রঙের তুলির ।,Positive
test_id_822,"তোরা হলি বাজারের ব্যাশ্যা,, ব্যেশ্যার আবার,,,,,,,, খানকি",Negative
test_id_11023,শুধু এসএসসি আর এইচএসসিদের নিয়ে পড়ে থাকে ।,Positive
test_id_6922,জাহেদ খান তো একটা মাগির দালাল,Negative
test_id_4800,"মধ্যপ্রাচ্যে ইন্ডিয়ান বিফ নামে তাহলে কি মহিষের মাংস বিক্রি হয়, দাদা?",Neutral
test_id_10353,নীল আকাশে পাই যে খুঁজে ঐ মিষ্টি ।,Positive
test_id_2914,একসময় স্টেশনের দক্ষিণ প্রান্তে দেখা দিল আলিনূর ।,Positive
test_id_2802,জন্য আলিনূর মিনমিন করে কী যেন বলার ।,Positive
test_id_9948,আমায় ডাকলে তখন কে বলে গো সেই প্রভাতে ।,Positive
test_id_4450,ভোট জালিয়াতির কলংক দেখা থেকে বাঁচলো জাতি,Neutral
test_id_3774,মাগিরে গরম ডিম দে,Negative
test_id_7100,আমার ধোন ধুয়ে পানি খেতে হবে সাতদিন সকালে বাশি পেটে তাহলে ওকে মাপ করে দিতে পারি ।শালি নাফার মানি ।,Negative
test_id_8371,আগামী বছর যে প্রকল্পগুলো আমরা উদ্বোধন করতে যাচ্ছি ।,Positive
test_id_9,মেলায় হারিয়ে যাওয়া সানি লিওনের জমজ বোন কে খুঁজে পাওয়া গেল,Negative
test_id_8927,মঙ্গল গ্রহে কিংবা সৌরজগতের যেকোনো স্থানে কিংবা ।,Positive
test_id_9857,সবই আছে মায়ায় মায়াবাদী নই আমি এ ।,Positive
test_id_4379,"বিজন ভাই কি, ফোরকানের জায়গা দখল করতে চান ?",Neutral
test_id_3031,সাপোর্ট চোদাইতে আইছে,Negative
test_id_6436,"প্যান্ট খুলতেছো সেটা সালমানকে দেখাও,পাবলিকরে দেখায়া কি হবে? বোকা মেয়ে।",Negative
test_id_10430,তোমার চোখে আকাশ আমার চাঁদ উজাড় পূর্ণিমা ।,Positive
test_id_10138,বৃষ্টি দেখেছি চারটে দেয়াল মানেই নয়তো ঘর ।,Positive
test_id_899,"সৃজিত দা শেষ, এখন কি তাহলে বিক্রম দা.?",Negative
test_id_2924,যাত্রীদের কোলাহল আর চলন্ত ট্রেনের আওয়াজে আমাদের ।,Positive
test_id_8042,জীবন বাঁচাতে মুক্তিযুদ্ধের সময় অনেকেই ভারতে আশ্রয় নিয়েছিল ।,Neutral
test_id_8295,শতভাগ হাছা কথা।,Neutral
test_id_6560,এ মাগিরে চোদাও পাপ,Negative
test_id_719,তোরে কুত্তা দিয়া চুদামু,Negative
test_id_1414,নিজের ঘরের হয়না খবর কি করতে যাও দিল্লি লাহোর,Neutral
test_id_701,পাছা খবিসের চামড়া তুলে নিবো আমরাশালি বেশ্যা খানকি একটা  !!,Negative
test_id_6088,"মাগি তুই মরবি কিভাবে,তোর মুখে লাগাম দে",Negative
test_id_3039,তর ভোদা নাই কেননা আমি তা দেখি নাই,Negative
test_id_10361,ভালোবাসি আমি ভালোবাসি পেতে চাই আরো কাছে ।,Positive
test_id_77,পাছায় রট দিতে হবে,Negative
test_id_8185,আগে ১০ টাকা সের চাঊল দেনখালি জোকারি জাতির সাথে।,Neutral
test_id_6043,চুদা খাওয়া বিশ্বাস করেন??,Negative
test_id_5822,দিকে ঢাকা থেকে বরগুনাগামী এমভি অভিযান-১০ লঞ্চটিতে পোনাবালিয়া ।,Positive
test_id_4216,বজ্র আটুনি ফস্কা গেরো ঃ(,Neutral
test_id_4727,এটা তো বেশ পুরানো সংবাদ মনে হচ্ছে !,Neutral
test_id_10082,আমি অসহায় আমার সবটুকু ভালোবাসা তোমায় জুড়ে আমার ।,Positive
test_id_4215,কৌশলটি মনে হয় ভালোই হয়েছে।,Neutral
test_id_8183,জাতি আপনাকেই খুঁজছিল এতদিন কোথায় ছিলেন!,Neutral
test_id_6058,কবে বন্ধ ছিল তোমার জানালা শুনি,Negative
test_id_2174,জ্ঞানী হওয়া সত্ত্বেও নিজেদের ঠিক মতো প্রকাশ করতে ।,Positive
test_id_3045,বুক ফুলাই প্যান্ট খুলে আমার মেশিনের দিকে তাকিয়ে খেকো না !!ঢুকে যাবে যে!!,Negative
test_id_2619,ড্রাইভারের মতো সেন্টু গড়গড় করে ওর মিশন ।,Positive
test_id_9562,এত দিন পর মনে পড়ল ?,Neutral
test_id_5367,বছর শুরু হতে পারে মৃদু শৈত্যপ্রবাহ দিয়ে বলে ।,Positive
test_id_4471,আপনার সাথে একমত। আর কোন আলোচনা নয় জনবিচ্ছিন্ন তথাকথিত দল গুলোর সাথে।,Neutral
test_id_9791,আচ্ছা!ফেয়ার ইলেকশনের আগে কি?,Neutral
test_id_1477,সব জায়গাতেই বিনা প্রতিদ্বন্দ্বিতার একটা আমেজ লক্ষ্য করা যাচ্ছে। আসলে এর মজাই আলাদা।,Neutral
test_id_5804,ঢাকা থেকে বরগুনাগামী এমভি অভিযান-১০ লঞ্চটিতে পোনাবালিয়া ।,Positive
test_id_209,ভাইরে পোলাপান এমন চোদা চোদলো আমি কোন দিক দিয়ে চোদবো জায়গা খুঁজে পাই না।,Negative
test_id_900,আম গাছে জাম ধরেতেতুল গাছে লিচুতোমায় আমি করবো বিয়েবলবে না তোহ কিছু__আই এম রাসেদ ভিডিও,Negative
test_id_5083,২ পুরানা পল্টন লাইনও আগে পুরোনো বিল্ডিং ।,Positive
test_id_736,"তুমি মিস্ট্রি আমি ধই, আমি এত সুন্দর কমেন্ট করি আমার চুম্মা কই",Negative
test_id_7318,এতো ঝামেলা কে চায় বলুন ! সহজ সরল প্রক্রিয়া সবারই কাম্য,Neutral
test_id_913,ওর পাছায় ট্রস ট্রস করে বাইরানো দরকারঐ তর মা বাপ রে ডাক দে,Negative
test_id_3974,এতো রাতে বাড়াটা খাড়া করাই দিলা বাড়া মনি!!,Negative
test_id_1173,দেশে হরিলুট হলেও কোন সমস্যা নাই কারণ আমাদের অর্থমন্ত্রী বলেছেন এসবই রাবিশ ঘটনা।,Neutral
test_id_3212,বেশ্যা পড়ার কনডম ফুঁটু হয়ে জন্ম নেয়া জারজ সন্তান তারাই এসব করতে পারে,Negative
test_id_9302,এখন ঝড়ে কাঁপছে আমার ঘর আপন কি পর- ।,Positive
test_id_6472,তুরে বাবলু চিনে মাগী,Negative
test_id_2295,গোলাপি ঠোঁট আর মুখের গড়ন পানপাতার মতো ।,Positive
test_id_804,দেখবো মাগির সাউয়া কতদুর,Negative
test_id_4419,আপনাদের ফ্রেম করতেছে,Neutral
test_id_8219,এই চালাকি গুলি মানুষ বোঝে।,Neutral
test_id_10103,বুকেরই গভীরে কষ্ট নিয়ে শূণ্যতায় ডুবে গেছি আমি ।,Positive
test_id_9323,যদিও মন অভিমানী ভিজবো তোমার সাথে উদ্দীপনায় ।,Positive
test_id_7966,দেশের ফুটবলের স্বার্থে মোহামেডানের ভাল দল গঠন করা খুবই প্রয়োজন।,Neutral
test_id_2511,চলে যাওয়ার দিন থেকেই গাছের পাতাগুলো শুকাতে ।,Positive
test_id_6353,যারা চোদায় বিশ্বাসী তারা পরকাল কি বুঝবে . খানকি .,Negative
test_id_4461,আলোকিত ও আধুনিক ঢাকা দেখতে চাওয়া আর বেশী দূরে নয়। ধন্যবাদ কতৃপক্ষকে।,Neutral
test_id_1469,কার টাকা কে অবলোপন করে??,Neutral
test_id_2420,বছর ধরেই তাঁকে দেখলাম লাঠি হাতে এদিকটায় ।,Positive
test_id_3819,মাল অরজিনাল এইডা,Negative
test_id_10819,ওঠে না গা স্বপ্নে আমার শরীরে কেউ ছড়ায় ।,Positive
test_id_7487,আমরা সবই পারি। অনেক,Neutral
test_id_7108,সাফার স্ট্যাটাস শুধু মানুষকে ধোঁকাবাজির জন্য।সাফা প্রকাশ্যে তার বক্তবিন্দু কাছে ক্ষমা ছাওক। এবং আল্লাহর কাছে তাওবা করুক।আল্লাহ্ হেদায়েতের মালিক।,Negative
test_id_10400,হৃদয় খুলে রাঙিয়ে দেবো তোমার পাঁজর মনের রঙিন ।,Positive
test_id_3738,বেশ্যার পোস্টের কমেন্ট গুলো পড়ে আমি শিহরিত,Negative
test_id_3188,তোর জদি ফেসবুক হেকিং হয়ে থাকে তাহলে তুই কিভাবে        দিলি,Negative
test_id_3038,শালা তোর চৌদ্দগোষ্ঠীরে ঝাড়ু দিয়ে পিটান লাগবে অন্যরে সমালোচনা করিস কেন,Negative
test_id_4501,বিশ্বের,Neutral
test_id_4360,ভোল পাল্টানো নেতাদের কথা বিশ্বাস করি না।,Neutral
test_id_5490,বনকর্মীরা ঘটনাস্থলে পৌঁছলেও সোমবার সকাল পর্যন্ত তার নাগাল ।,Positive
test_id_8327,বাচ্চা লোক তালিয়া বাজাও।,Neutral
test_id_1508,উত্তরার ফ্ল্যাটের কাজ আগে শেষ করুন,Neutral
test_id_2614,মাঝেই ট্রাফিক সিগন্যাল না-মানা বেয়াড়া ড্রাইভারের মতো ।,Positive
test_id_5100,মেয়েদের এমন দারুণ দারুণ নাম রেখেছেন শিল্পী আপা ।,Positive
test_id_158,ডগী স্টাইলে চারটা রাম ঠাপ দিলেই ঠিক হয়ে যাবে  .মাগীর নাম্বার ওয়ান,Negative
test_id_205,শুরুতেই চুষা-চুষি শুরু করে দিছে .,Negative
test_id_3120,ডাইনি ছাফানিজবা ভুচকি মাগি,Negative
test_id_9779,ভালোই বলেছেন!,Neutral
test_id_5034,উত্তেজনা যখন চরমে ঠিক তখন .তখনই আমাদের সহজাত বোকাসোকা ।,Positive
test_id_3220,"ভাই এতো কিছু বলার কি আছে গোডাউন খারাপ হলে তার মাল কেমন হবে, নিশ্চয়ই খারাপ।",Negative
test_id_457,আমরা তোর মত মাগিরে পোন্দাইনা,Negative
test_id_2813,কিন্তু যে পরিমাণ ঠোঁট নড়ে সেই অনুপাতে আওয়াজ ।,Positive
test_id_932,জাহেদ আর মিশা বোকাচোদা,Negative
test_id_2874,না পেলে তখন নাহয় স্কুলের বাসেই আসব ।,Positive
test_id_10516,বলি নিজেই নিজের সাথে ও মাঝে মাঝে ইচ্চে ।,Positive
test_id_2289,বাগান থেকে ফিরে আসার পর থেকে মাথায় ওই ।,Positive
test_id_7850,আইসিসি সভাপতি যথার্থই বলেছেন!,Neutral
test_id_2172,যারা অনেক জ্ঞানী হওয়া সত্ত্বেও নিজেদের ঠিক মতো ।,Positive
test_id_4676,ইসলামী ব্যাংকের নাম কি পরিবর্তন করা হবে?,Neutral
